;LEERINHOUD;;;;;;;;;;;;;;OPMERKINGEN
;Lesinhoud;Doel;Eindtermen tweede graad, basisvorming doorstroomfinaliteit;Cesuurdoelen tweede graad;NIEUW • Bedrijfswetenschappen (tweede graad);NIEUW • Biotechnieken;NIEUW • Natuurwetenschappen;Wiskunde B+;Wiskunde B+S;Wiskunde B+S';Wiskunde B - II - D;Wiskunde B+S'';Wiskundeplan tweede graad (5u);;
Diagnostische module;;;;;;;;;;;;;;;
;;Ik kan de euclidische deling van veeltermen uitvoeren.;;;;;;;II-WisS-d B6;;;II-WisS''-d B6;2AL06-2, 2AL06-1;;
;2 Deelbaarheid in R[x];;;;;;;;;;;;;;
;;Ik kan de reststelling bij deling door x - a bewijzen en de deling van een veelterm door x - a uitvoeren door middel van de regel van Horner;;;;;;;II-WisS-d B6;;;II-WisS''-d B6;2AL06-4, 2AL06-3;;
;3 Toepassingen op de reststelling;;;;;;;;;;;;;;
;;Ik kan de reststelling toepassen en de tweetermen a³ + b³ en a³ - b³ ontbinden in factoren.;;;;;;;II-WisS-d B6;;;II-WisS''-d B6;2AL06-U, 2AL06-5, 2AL06-6;;
;;;;;;;;;;;;;;;
17 Ruimtemeetkunde;;;;;;;;;;;;;;;
;1 Basisbegrippen;;;;;;;;;;;;;;
;;Ik kan in ruimtelijke situaties de onderlinge ligging van rechten en vlakken onderzoeken, ruimtelijk voorstellen en aangeven welke informatie verloren gaat bij het voorstellen in twee dimensies van een driedimensionale situatie.;06.04;;;;;II-Wis'-d 12;II-WisS-d A12;II-WisS'-d 12;II-Wis-d 12;II-WisS''-d 12;2ME11-1;;
;2 Onderlinge ligging van rechten en vlakken;;;;;;;;;;;;;;
;;Ik kan eigenschappen over de ligging van rechten en vlakken in de ruimte onderzoeken, formuleren en toepassen bij oefeningen.;06.04;;;;;II-Wis'-d 12;II-WisS-d A12;II-WisS'-d 12;II-Wis-d 12;II-WisS''-d 12;2ME11-2;;
